Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene24,74115
Feb24,73418
Mar24,72951
Abr24,72621
May24,73406
Jun24,75861
Jul24,78428
Ago24,79761
Sep24,80010
Oct24,80431
Nov24,81515
Dic24,84004
