Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene05,7432
Feb05,7601
Mar05,7499
Abr05,7977
May05,8008
Jun05,8100
Jul05,9008
Ago05,8567
Sep05,8533
Oct05,8764
Nov05,8772
Dic05,10036
