Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene97,2926
Feb97,2949
Mar97,3062
Abr97,3040
May97,3121
Jun97,3093
Jul97,3494
Ago97,3380
Sep97,3221
Oct97,3354
Nov97,3304
Dic97,3815
