Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene15,37886
Feb15,37824
Mar15,36949
Abr15,36835
May15,37334
Jun15,36854
Jul15,38371
Ago15,37746
Sep15,37272
Oct15,38385
Nov15,38065
Dic15,40643
