Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene07,10903
Feb07,11118
Mar07,11220
Abr07,11600
May07,11505
Jun07,11846
Jul07,12508
Ago07,12491
Sep07,12473
Oct07,12871
Nov07,13145
Dic07,14858
