Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene95,2150
Feb95,2279
Mar95,2485
Abr95,2442
May95,2307
Jun95,2404
Jul95,2790
Ago95,2512
Sep95,2565
Oct95,2594
Nov95,2528
Dic95,3031
