Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene20,51002
Feb20,51368
Mar20,52335
Abr20,56554
May20,59818
Jun20,63329
Jul20,65727
Ago20,66841
Sep20,66412
Oct20,67687
Nov20,67804
Dic20,71576
