Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene99,3549
Feb99,3623
Mar99,3600
Abr99,3509
May99,3458
Jun99,3525
Jul99,4047
Ago99,3812
Sep99,3718
Oct99,3873
Nov99,3778
Dic99,4608
