Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene98,3475
Feb98,3465
Mar98,3480
Abr98,3545
May98,3517
Jun98,3446
Jul98,3853
Ago98,3625
Sep98,3421
Oct98,3454
Nov98,3435
Dic98,3936
