Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene04,5880
Feb04,5917
Mar04,5962
Abr04,6318
May04,6313
Jun04,6266
Jul04,6854
Ago04,6572
Sep04,6590
Oct04,6805
Nov04,6917
Dic04,7982
