Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene94,1399
Feb94,1463
Mar94,1606
Abr94,1619
May94,1627
Jun94,1724
Jul94,2234
Ago94,1880
Sep94,1936
Oct94,1967
Nov94,1917
Dic94,2376
