Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene21,75380
Feb21,74856
Mar21,74545
Abr21,74453
May21,75699
Jun21,76385
Jul21,80003
Ago21,80121
Sep21,80279
Oct21,80662
Nov21,80268
Dic21,83058
