Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene08,14022
Feb08,14524
Mar08,14873
Abr08,15276
May08,15380
Jun08,15564
Jul08,16067
Ago08,16104
Sep08,15805
Oct08,16098
Nov08,15921
Dic08,17336
