Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene16,40058
Feb16,39184
Mar16,38477
Abr16,38955
May16,38501
Jun16,38647
Jul16,41622
Ago16,40293
Sep16,40251
Oct16,40520
Nov16,40270
Dic16,43295
