Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene12,26651
Feb12,26604
Mar12,26700
Abr12,27020
May12,26593
Jun12,27079
Jul12,28290
Ago12,28190
Sep12,28462
Oct12,29026
Nov12,29149
Dic12,32244
