Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Circulante (millones S/)
Ene93,1025
Feb93,1134
Mar93,1116
Abr93,1151
May93,1079
Jun93,1116
Jul93,1351
Ago93,1226
Sep93,1202
Oct93,1327
Nov93,1271
Dic93,1587
